City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
puerto ayora,-0.7393,-90.3518,74.55,95.0,14.0,5.17,EC,1674625161.0
airai,-8.9266,125.4092,68.38,82.0,100.0,2.26,TL,1674625163.0
hermanus,-34.4187,19.2345,62.65,57.0,7.0,8.37,ZA,1674625163.0
tilichiki,60.4667,166.1,11.12,80.0,100.0,10.8,RU,1674625164.0
hobart,-42.8794,147.3294,82.22,63.0,95.0,1.01,AU,1674625164.0
butaritari,3.0707,172.7902,81.3,79.0,91.0,18.1,KI,1674625165.0
ponta do sol,32.6667,-17.1,59.63,50.0,5.0,9.46,PT,1674625166.0
mlonggo,-6.5333,110.7,82.36,76.0,100.0,11.63,ID,1674625167.0
mar del plata,-38.0023,-57.5575,67.08,72.0,100.0,14.0,AR,1674625167.0
kapaa,22.0752,-159.319,75.18,84.0,75.0,16.11,US,1674625168.0
brownsville,25.9018,-97.4975,62.96,60.0,100.0,5.75,US,1674624920.0
strezhevoy,60.7333,77.5889,5.11,95.0,100.0,11.86,RU,1674625169.0
mount isa,-20.7333,139.5,89.37,45.0,75.0,14.97,AU,1674625170.0
ushuaia,-54.8,-68.3,47.86,61.0,40.0,9.22,AR,1674625146.0
montepuez,-13.1256,38.9997,74.12,84.0,100.0,8.68,MZ,1674625171.0
tuktoyaktuk,69.4541,-133.0374,-4.0,77.0,100.0,12.66,CA,1674625172.0
vila velha,-20.3297,-40.2925,75.15,97.0,75.0,5.01,BR,1674625173.0
albany,42.6001,-73.9662,32.41,92.0,75.0,4.03,US,1674624615.0
teguise,29.0605,-13.564,55.62,63.0,20.0,13.8,ES,1674625174.0
khatanga,71.9667,102.5,-22.61,86.0,100.0,4.21,RU,1674625174.0
khorixas,-20.3667,14.9667,67.96,49.0,40.0,5.75,NA,1674625175.0
ballina,-28.8667,153.5667,90.79,73.0,33.0,14.16,AU,1674625176.0
ashdod,31.8167,34.65,48.49,65.0,0.0,7.58,IL,1674625127.0
terrace,54.5163,-128.6035,40.91,100.0,100.0,6.91,CA,1674625177.0
westport,41.1415,-73.3579,36.95,66.0,0.0,5.75,US,1674625177.0
agnibilekrou,7.1344,-3.2047,68.9,98.0,49.0,1.74,CI,1674625178.0
attawapiskat,,,,,,,,
opuwo,-18.0607,13.84,67.26,64.0,33.0,2.06,NA,1674625179.0
punta arenas,-53.15,-70.9167,51.91,46.0,75.0,13.8,CL,1674625180.0
anyang,36.0994,114.3289,34.02,13.0,71.0,12.62,CN,1674625181.0
arrifes,37.7667,-25.7,55.65,77.0,75.0,6.91,PT,1674625182.0
segou,13.4317,-6.2157,76.12,20.0,69.0,6.58,ML,1674625182.0
vuktyl,63.8567,57.3094,9.37,96.0,100.0,7.29,RU,1674625183.0
buchanan,5.8808,-10.0467,75.76,88.0,84.0,6.96,LR,1674625184.0
gijon,43.5357,-5.6615,41.99,94.0,78.0,3.0,ES,1674625103.0
san policarpo,12.1791,125.5072,81.09,70.0,51.0,16.89,PH,1674625185.0
ilulissat,69.2167,-51.1,17.62,62.0,98.0,18.41,GL,1674625185.0
achisay,,,,,,,,
oranjestad,12.524,-70.027,78.91,79.0,60.0,3.0,AW,1674625186.0
belushya guba,,,,,,,,
culpeper,38.5004,-77.9664,38.19,75.0,0.0,1.01,US,1674625123.0
rawson,-43.3002,-65.1023,63.03,34.0,0.0,10.2,AR,1674625188.0
barentsburg,,,,,,,,
yulara,-25.2406,130.9889,100.99,13.0,76.0,5.57,AU,1674625189.0
barra do garcas,-15.89,-52.2567,69.94,98.0,83.0,2.06,BR,1674625189.0
porto novo,6.4965,2.6036,76.17,93.0,50.0,3.24,BJ,1674625190.0
itaituba,-4.2761,-55.9836,71.24,99.0,100.0,0.76,BR,1674625190.0
puerto real,36.5282,-6.1901,36.25,80.0,0.0,6.91,ES,1674625191.0
mantua,45.1667,10.7833,42.06,91.0,100.0,3.0,IT,1674625192.0
manicore,-5.8092,-61.3003,72.16,99.0,100.0,2.15,BR,1674625192.0
playa vicente,17.8333,-95.8167,69.62,87.0,5.0,2.06,MX,1674625198.0
vaini,-21.2,-175.2,84.36,74.0,20.0,5.75,TO,1674625198.0
georgetown,5.4112,100.3354,85.93,75.0,20.0,6.91,MY,1674625042.0
hithadhoo,-0.6,73.0833,81.77,75.0,98.0,11.77,MV,1674625199.0
busselton,-33.65,115.3333,82.6,37.0,1.0,6.2,AU,1674625200.0
pacific grove,36.6177,-121.9166,50.65,78.0,0.0,3.44,US,1674624969.0
atuona,-9.8,-139.0333,78.49,78.0,13.0,17.05,PF,1674625201.0
constitucion,-35.3333,-72.4167,55.8,75.0,0.0,10.54,CL,1674625202.0
deputatskiy,69.3,139.9,-36.92,98.0,82.0,0.98,RU,1674625202.0
mataura,-46.1927,168.8643,65.61,55.0,32.0,7.65,NZ,1674625203.0
norsup,-16.0667,167.3833,84.13,75.0,11.0,9.69,VU,1674625203.0
qaanaaq,77.484,-69.3632,5.4,64.0,93.0,9.8,GL,1674625204.0
thompson,55.7435,-97.8558,-3.84,77.0,100.0,3.44,CA,1674625205.0
brae,60.3964,-1.353,45.64,81.0,87.0,26.22,GB,1674625205.0
mandalgovi,45.7625,106.2708,4.35,51.0,100.0,14.9,MN,1674625206.0
sioux lookout,50.1001,-91.917,6.87,85.0,100.0,4.61,CA,1674625076.0
te anau,-45.4167,167.7167,69.91,36.0,46.0,6.42,NZ,1674625207.0
rundu,-17.9333,19.7667,70.99,73.0,62.0,5.48,NA,1674625208.0
rikitea,-23.1203,-134.9692,79.21,80.0,44.0,17.83,PF,1674625208.0
meyungs,,,,,,,,
barrow,71.2906,-156.7887,-11.18,77.0,0.0,21.85,US,1674625203.0
longyearbyen,78.2186,15.6401,22.84,68.0,75.0,20.71,SJ,1674625210.0
saint-georges,12.0564,-61.7485,76.68,78.0,20.0,8.05,GD,1674625210.0
avarua,-21.2078,-159.775,80.65,78.0,35.0,4.61,CK,1674625211.0
monastyrshchina,54.3496,31.838,23.83,84.0,58.0,2.57,RU,1674625212.0
camacha,33.0833,-16.3333,56.62,58.0,40.0,16.11,PT,1674625212.0
linxia,35.6003,103.2064,26.73,31.0,62.0,4.94,CN,1674625213.0
muzquiz,,,,,,,,
tyrma,50.0833,132.1667,-14.91,75.0,67.0,6.42,RU,1674625214.0
talnakh,69.4865,88.3972,-7.8,98.0,100.0,13.96,RU,1674625215.0
bluff,-46.6,168.3333,60.67,72.0,20.0,9.78,NZ,1674625215.0
cidreira,-30.1811,-50.2056,74.41,89.0,12.0,9.42,BR,1674625216.0
lingao,19.9103,109.6859,62.56,68.0,79.0,16.26,CN,1674625217.0
codrington,-38.2667,141.9667,71.29,48.0,21.0,20.29,AU,1674625218.0
axim,4.8699,-2.2405,78.17,87.0,5.0,4.29,GH,1674625218.0
puerto escondido,15.85,-97.0667,74.23,83.0,0.0,0.0,MX,1674625219.0
grand river south east,,,,,,,,
shakhtinsk,49.71,72.5872,5.0,91.0,63.0,7.65,KZ,1674625220.0
saint-joseph,-21.3667,55.6167,79.18,90.0,100.0,9.53,RE,1674625221.0
taolanaro,,,,,,,,
karaul,,,,,,,,
port elizabeth,-33.918,25.5701,67.1,68.0,0.0,11.5,ZA,1674625222.0
boa vista,2.8197,-60.6733,71.58,78.0,0.0,3.44,BR,1674625223.0
tasiilaq,65.6145,-37.6368,23.16,65.0,74.0,5.88,GL,1674625083.0
ancud,-41.8697,-73.8203,52.18,85.0,54.0,3.56,CL,1674625224.0
madang,-5.2246,145.7966,84.56,69.0,96.0,6.89,PG,1674625224.0
cabo san lucas,22.8909,-109.9124,58.6,59.0,87.0,5.84,MX,1674625020.0
amderma,,,,,,,,
maldonado,-34.6667,-54.9167,73.22,55.0,81.0,7.58,UY,1674625226.0
victoria,22.2855,114.1577,58.24,65.0,84.0,10.0,HK,1674625042.0
merauke,-8.4667,140.3333,83.98,71.0,74.0,9.26,ID,1674625232.0
agen,44.2,0.6333,31.71,100.0,75.0,4.61,FR,1674625232.0
kavieng,-2.5744,150.7967,83.35,68.0,86.0,5.57,PG,1674625233.0
sarkand,45.41,79.9186,18.07,78.0,59.0,1.66,KZ,1674625234.0
kruisfontein,-34.0033,24.7314,64.89,47.0,43.0,6.42,ZA,1674625234.0
banagher,53.1886,-7.9867,47.68,97.0,100.0,7.74,IE,1674625235.0
port alfred,-33.5906,26.891,66.18,76.0,100.0,3.0,ZA,1674625235.0
saint george,37.1041,-113.5841,37.94,51.0,0.0,5.75,US,1674625236.0
provideniya,64.3833,-173.3,-6.7,76.0,1.0,11.74,RU,1674625237.0
rocha,-34.4833,-54.3333,62.65,67.0,100.0,7.45,UY,1674625106.0
aksu,41.1231,80.2644,15.39,65.0,51.0,0.92,CN,1674625238.0
chuy,-33.6971,-53.4616,64.92,73.0,74.0,5.46,UY,1674625239.0
husavik,66.0449,-17.3389,32.68,98.0,100.0,20.4,IS,1674625239.0
kaitangata,-46.2817,169.8464,63.25,75.0,80.0,5.12,NZ,1674625240.0
rungata,,,,,,,,
castro,-24.7911,-50.0119,60.49,93.0,1.0,3.74,BR,1674625241.0
saint anthony,45.0205,-93.218,30.25,89.0,100.0,8.05,US,1674625241.0
los llanos de aridane,28.6585,-17.9182,58.75,64.0,100.0,10.36,ES,1674625242.0
poso,-1.3959,120.7524,84.78,62.0,100.0,4.29,ID,1674625243.0
qarqin,37.4185,66.0436,32.43,55.0,9.0,1.36,AF,1674625243.0
skiros,,,,,,,,
akhtubinsk,48.2795,46.1722,20.35,73.0,8.0,5.03,RU,1674625244.0
belyy yar,53.6039,91.3903,19.85,62.0,100.0,17.9,RU,1674625245.0
erenhot,43.6475,111.9767,6.96,54.0,34.0,12.62,CN,1674625246.0
luderitz,-26.6481,15.1594,65.16,64.0,3.0,20.24,NA,1674625246.0
fortuna,40.5982,-124.1573,44.98,97.0,0.0,0.0,US,1674625247.0
salinas,36.6777,-121.6555,51.06,70.0,0.0,3.44,US,1674625058.0
bathsheba,13.2167,-59.5167,75.81,88.0,40.0,10.36,BB,1674625248.0
upernavik,72.7868,-56.1549,6.84,92.0,100.0,8.32,GL,1674625249.0
leningradskiy,69.3833,178.4167,-24.27,94.0,20.0,8.52,RU,1674625249.0
hit,33.6416,42.8251,51.08,44.0,0.0,6.62,IQ,1674625250.0
arraial do cabo,-22.9661,-42.0278,74.66,92.0,100.0,10.87,BR,1674625251.0
jawhar,2.7809,45.5005,81.32,49.0,14.0,17.38,SO,1674625253.0
ugoofaaru,5.6667,73.0,79.95,77.0,100.0,8.23,MV,1674625254.0
neiafu,-18.65,-173.9833,84.88,74.0,20.0,4.61,TO,1674625254.0
solovetskiy,,,,,,,,
pizarro,4.9533,-77.366,76.08,92.0,100.0,5.88,CO,1674625255.0
mogadishu,2.0371,45.3438,76.87,83.0,20.0,17.27,SO,1674625256.0
baykit,61.67,96.37,-21.08,100.0,76.0,1.77,RU,1674625257.0
mahebourg,-20.4081,57.7,75.25,94.0,75.0,5.75,MU,1674625258.0
bargal,,,,,,,,
conceicao do araguaia,-8.2578,-49.2647,72.27,94.0,32.0,2.55,BR,1674625259.0
kodiak,57.79,-152.4072,36.91,100.0,100.0,0.0,US,1674625259.0
basco,20.4487,121.9702,65.55,73.0,88.0,30.24,PH,1674625260.0
edd,13.9297,41.6925,80.69,49.0,1.0,16.37,ER,1674625261.0
lolua,,,,,,,,
namatanai,-3.6667,152.4333,82.89,71.0,98.0,5.7,PG,1674625262.0
khuzdar,27.7384,66.6434,43.75,23.0,0.0,12.12,PK,1674625263.0
hasaki,35.7333,140.8333,36.28,39.0,79.0,28.03,JP,1674625263.0
lavrentiya,65.5833,-171.0,-15.36,91.0,7.0,13.09,RU,1674625264.0
chumikan,54.7183,135.315,-19.62,81.0,100.0,19.3,RU,1674625270.0
gorontalo,0.5412,123.0595,83.52,81.0,94.0,2.26,ID,1674625270.0
bougouni,11.417,-7.479,83.14,26.0,99.0,5.23,ML,1674625271.0
bredasdorp,-34.5322,20.0403,63.9,49.0,3.0,2.66,ZA,1674625271.0
tucurui,-3.7661,-49.6725,72.52,98.0,75.0,2.48,BR,1674624995.0
baruun-urt,46.6806,113.2792,-0.35,64.0,76.0,4.47,MN,1674625272.0
teya,60.3778,92.6267,-6.03,98.0,65.0,1.43,RU,1674625273.0
ergolding,48.5833,12.1667,33.57,96.0,80.0,4.0,DE,1674625274.0
jonkoping,57.7814,14.1562,37.38,100.0,100.0,13.8,SE,1674625274.0
cayenne,4.9333,-52.3333,69.84,94.0,40.0,0.0,GF,1674625276.0
eureka,40.8021,-124.1637,45.25,92.0,55.0,1.01,US,1674624650.0
beyneu,45.3167,55.2,26.44,50.0,0.0,9.26,KZ,1674625277.0
kidal,18.4411,1.4078,70.03,16.0,1.0,6.49,ML,1674625278.0
sentyabrskiy,,,,,,,,
jamestown,42.097,-79.2353,28.71,73.0,0.0,5.75,US,1674625133.0
svirstroy,60.7999,33.7248,31.64,96.0,100.0,11.74,RU,1674625279.0
mashhad,36.297,59.6062,24.94,80.0,0.0,0.0,IR,1674625279.0
northam,51.0333,-4.2167,41.61,97.0,67.0,3.02,GB,1674625280.0
igrim,63.1906,64.4162,12.69,86.0,100.0,11.21,RU,1674625281.0
ambon,-3.6954,128.1814,86.14,74.0,40.0,4.61,ID,1674625282.0
salinopolis,-0.6136,-47.3561,75.69,89.0,100.0,8.28,BR,1674625205.0
sao filipe,14.8961,-24.4956,69.49,70.0,98.0,6.11,CV,1674625283.0
cabedelo,-6.9811,-34.8339,77.67,76.0,6.0,7.23,BR,1674625133.0
bethel,41.3712,-73.414,36.48,68.0,100.0,3.44,US,1674625284.0
dossor,47.5272,52.9811,23.11,69.0,1.0,6.78,KZ,1674625284.0
vestmannaeyjar,63.4427,-20.2734,37.06,73.0,70.0,35.59,IS,1674625285.0
jumla,29.2747,82.1838,46.0,73.0,99.0,6.89,NP,1674625286.0
tsihombe,,,,,,,,
katsuura,35.1333,140.3,34.48,25.0,47.0,8.01,JP,1674625238.0
nikolskoye,59.7035,30.7861,31.91,93.0,100.0,10.22,RU,1674625287.0
dubai,25.2582,55.3047,68.25,52.0,0.0,14.97,AE,1674625080.0
kutum,14.2,24.6667,58.82,16.0,68.0,6.22,SD,1674625288.0
antofagasta,-23.65,-70.4,67.28,87.0,68.0,2.3,CL,1674625289.0
weihai,37.5017,122.1136,24.73,41.0,6.0,10.56,CN,1674625289.0
saskylakh,71.9167,114.0833,-14.82,99.0,100.0,4.92,RU,1674625290.0
tiznit,29.5833,-9.5,46.2,52.0,0.0,1.95,MA,1674625291.0
new norfolk,-42.7826,147.0587,81.88,35.0,99.0,4.0,AU,1674625291.0
saldanha,-33.0117,17.9442,55.45,61.0,0.0,19.35,ZA,1674625292.0
steinbach,50.1667,8.5667,36.57,83.0,100.0,6.91,DE,1674625202.0
queanbeyan,-35.35,149.2333,87.19,30.0,2.0,9.22,AU,1674625293.0
medicine hat,50.0501,-110.6683,32.43,87.0,100.0,6.91,CA,1674625293.0
tautira,-17.7333,-149.15,80.44,83.0,77.0,15.66,PF,1674625294.0
yellowknife,62.456,-114.3525,-7.08,84.0,75.0,3.44,CA,1674625295.0
east london,-33.0153,27.9116,65.34,77.0,75.0,10.36,ZA,1674625295.0
cape town,-33.9258,18.4232,67.12,57.0,0.0,10.36,ZA,1674625125.0
harper,4.375,-7.7169,77.45,86.0,36.0,2.71,LR,1674625296.0
dombarovskiy,50.7587,59.5386,7.45,94.0,42.0,7.65,RU,1674625297.0
cartagena del chaira,1.3349,-74.8429,73.81,84.0,98.0,2.01,CO,1674625298.0
dikson,73.5069,80.5464,-0.87,93.0,100.0,27.42,RU,1674625298.0
makhu,31.1033,74.9978,62.01,76.0,84.0,3.67,IN,1674625299.0
omboue,-1.5746,9.2618,76.96,90.0,72.0,4.38,GA,1674625304.0
palmer,42.1584,-72.3287,34.41,77.0,100.0,9.22,US,1674625305.0
bambous virieux,-20.3428,57.7575,75.22,94.0,75.0,5.75,MU,1674625306.0
estelle,29.8458,-90.1067,68.0,88.0,100.0,18.41,US,1674625306.0
nanortalik,60.1432,-45.2371,34.74,89.0,100.0,52.23,GL,1674625307.0
port lincoln,-34.7333,135.8667,69.87,54.0,4.0,16.42,AU,1674625308.0
aranos,-24.1333,19.1167,74.61,25.0,60.0,13.42,NA,1674625309.0
nizwa,22.9333,57.5333,61.38,60.0,1.0,3.69,OM,1674625310.0
carnarvon,-24.8667,113.6333,85.51,58.0,2.0,19.51,AU,1674625310.0
gizo,-8.103,156.8419,83.25,71.0,100.0,2.66,SB,1674625311.0
camopi,3.1655,-52.3158,69.08,98.0,66.0,2.51,GF,1674625312.0
ushtobe,45.2514,77.9838,16.32,78.0,26.0,2.64,KZ,1674625312.0
sobolevo,54.4299,31.8996,23.43,84.0,59.0,2.3,RU,1674625313.0
mount gambier,-37.8333,140.7667,70.41,43.0,47.0,11.77,AU,1674625314.0
komsomolskiy,40.4272,71.7189,27.32,74.0,100.0,2.3,UZ,1674625314.0
hammerfest,70.6634,23.6821,34.25,93.0,75.0,9.22,NO,1674625315.0
hanna,51.6334,-111.9018,24.85,85.0,30.0,10.07,CA,1674625315.0
saleaula,,,,,,,,
pendleton,45.6721,-118.7886,42.4,80.0,0.0,4.61,US,1674625316.0
faanui,-16.4833,-151.75,81.21,76.0,100.0,14.36,PF,1674625317.0
maceio,-9.6658,-35.7353,72.84,94.0,20.0,4.61,BR,1674625318.0
san felipe,10.3399,-68.7425,69.98,94.0,95.0,4.7,VE,1674625319.0
new richmond,45.123,-92.5366,30.0,100.0,100.0,5.75,US,1674625319.0
tuyen quang,21.8233,105.2181,66.43,30.0,12.0,5.14,VN,1674625320.0
okhotsk,59.3833,143.3,-0.42,95.0,100.0,10.76,RU,1674625321.0
paamiut,61.994,-49.6678,37.87,66.0,100.0,47.07,GL,1674625322.0
blonduos,,,,,,,,
nueva germania,-23.9,-56.5667,74.23,69.0,1.0,3.49,PY,1674625323.0
kolokani,13.5728,-8.0339,73.56,27.0,39.0,6.33,ML,1674625324.0
brewster,41.3973,-73.6171,35.92,73.0,100.0,3.44,US,1674625325.0
waingapu,-9.6567,120.2641,84.13,66.0,92.0,3.51,ID,1674625326.0
khoy,38.5504,44.9535,19.92,58.0,0.0,2.3,IR,1674625327.0
alofi,-19.0595,-169.9187,82.29,74.0,21.0,3.44,NU,1674625328.0
alghero,40.5589,8.3181,44.69,93.0,75.0,12.66,IT,1674625328.0
kiruna,67.8557,20.2251,20.32,93.0,100.0,3.44,SE,1674625329.0
touros,-5.1989,-35.4608,77.14,75.0,3.0,7.43,BR,1674625330.0
vrangel,42.7297,133.0839,10.51,54.0,9.0,19.26,RU,1674625331.0
gravelbourg,49.8834,-106.5512,19.67,99.0,81.0,4.59,CA,1674625332.0
karakol,42.4907,78.3936,20.98,63.0,41.0,1.9,KG,1674625332.0
ibimirim,-8.5406,-37.6903,69.71,85.0,1.0,4.23,BR,1674625333.0
kawambwa,-9.7915,29.0791,66.65,90.0,100.0,4.68,ZM,1674625334.0
bengkulu,-3.8004,102.2655,82.78,66.0,98.0,6.89,ID,1674625334.0
halifax,44.6453,-63.5724,33.8,85.0,23.0,11.99,CA,1674625078.0
narsaq,60.9167,-46.05,41.22,75.0,100.0,25.61,GL,1674625335.0
penzance,50.1186,-5.5371,34.48,67.0,45.0,4.63,GB,1674625337.0
nizhneyansk,,,,,,,,
sonoita,31.85,-112.8333,47.01,46.0,0.0,4.65,MX,1674625338.0
kuito,-12.3833,16.9333,59.29,91.0,98.0,3.83,AO,1674625339.0
illoqqortoormiut,,,,,,,,
havre-saint-pierre,50.2334,-63.5986,17.96,57.0,0.0,17.27,CA,1674625340.0
tuatapere,-46.1333,167.6833,62.94,64.0,51.0,8.08,NZ,1674625346.0
almansa,38.8692,-1.0971,29.84,82.0,84.0,5.99,ES,1674625347.0
portland,45.5234,-122.6762,45.21,89.0,75.0,1.99,US,1674625180.0
ulagan,50.6321,87.9563,6.87,83.0,100.0,2.3,RU,1674625349.0
trincomalee,8.5711,81.2335,79.56,67.0,100.0,9.69,LK,1674625349.0
ende,-8.8432,121.6623,83.59,73.0,95.0,3.18,ID,1674625350.0
kahului,20.8947,-156.47,75.85,81.0,100.0,5.75,US,1674625075.0
clyde river,70.4692,-68.5914,-18.17,69.0,100.0,4.61,CA,1674625351.0
hilo,19.7297,-155.09,73.27,90.0,20.0,3.44,US,1674625212.0
toungoo,,,,,,,,
yatou,37.15,122.3833,24.08,55.0,18.0,12.46,CN,1674625353.0
la libertad,-2.2333,-80.9,76.1,77.0,37.0,7.92,EC,1674625353.0
trofors,65.5333,13.4063,46.27,100.0,100.0,28.12,NO,1674625354.0
salalah,17.0151,54.0924,75.29,69.0,75.0,6.91,OM,1674625355.0
severiano melo,-5.7772,-37.9578,73.76,88.0,46.0,5.82,BR,1674625355.0
pisco,-13.7,-76.2167,69.85,83.0,0.0,2.3,PE,1674625356.0
palabuhanratu,,,,,,,,
carbonia,39.1672,8.5222,39.0,91.0,100.0,2.71,IT,1674625357.0
souillac,-20.5167,57.5167,73.78,94.0,75.0,5.75,MU,1674625358.0
ribeira grande,38.5167,-28.7,57.78,90.0,10.0,7.0,PT,1674625358.0
qaqortoq,60.7167,-46.0333,34.21,81.0,100.0,35.66,GL,1674625359.0
mabaruma,8.2,-59.7833,68.36,98.0,40.0,1.12,GY,1674625360.0
cap malheureux,-19.9842,57.6142,75.47,88.0,100.0,1.99,MU,1674625360.0
nyagan,62.1406,65.3936,13.77,92.0,100.0,10.18,RU,1674625361.0
namibe,-15.1961,12.1522,74.62,83.0,60.0,1.59,AO,1674625361.0
edson,53.5835,-116.4356,28.54,69.0,75.0,0.0,CA,1674625362.0
janauba,-15.8025,-43.3089,69.48,96.0,100.0,0.58,BR,1674625363.0
oum hadjer,13.2954,19.6966,70.3,14.0,79.0,8.59,TD,1674625363.0
campbell river,50.0163,-125.2446,41.59,100.0,100.0,2.3,CA,1674625364.0
pringsewu,-5.3582,104.9744,75.27,92.0,100.0,2.15,ID,1674625364.0
sanandaj,35.3144,46.9923,23.02,80.0,75.0,2.3,IR,1674625365.0
atid,46.45,25.05,25.34,78.0,5.0,3.15,RO,1674625366.0
mizdah,31.4451,12.9801,42.66,82.0,0.0,1.12,LY,1674625366.0
quartucciu,39.2519,9.1794,42.04,86.0,100.0,3.0,IT,1674625367.0
spearfish,44.4908,-103.8594,31.08,71.0,100.0,17.27,US,1674625080.0
milkovo,54.7167,158.6167,1.17,95.0,100.0,10.16,RU,1674625368.0
bayanday,53.0661,105.5139,1.4,91.0,100.0,6.02,RU,1674625368.0
kuche,,,,,,,,
coquimbo,-29.9533,-71.3436,62.33,100.0,0.0,2.3,CL,1674625370.0
plettenberg bay,-34.0527,23.3716,66.34,54.0,89.0,0.94,ZA,1674625236.0
lebu,-37.6167,-73.65,55.06,79.0,0.0,16.13,CL,1674625371.0
ust-ishim,57.6935,71.1665,15.08,92.0,98.0,9.64,RU,1674625371.0
caravelas,-17.7125,-39.2481,76.91,89.0,100.0,9.42,BR,1674625372.0
mindelo,16.8901,-24.9804,63.95,72.0,20.0,5.75,CV,1674625373.0
hambantota,6.1241,81.1185,84.54,70.0,20.0,5.75,LK,1674625373.0
bilibino,68.0546,166.4372,-15.56,71.0,100.0,4.65,RU,1674625374.0
guerrero negro,27.9769,-114.0611,56.52,47.0,45.0,2.73,MX,1674625221.0
bonavista,48.6499,-53.1147,31.01,83.0,10.0,18.07,CA,1674625375.0
zyryanka,65.75,150.85,-20.52,98.0,100.0,3.31,RU,1674625376.0
port blair,11.6667,92.75,84.24,74.0,94.0,9.22,IN,1674625376.0
labuhan,-6.8844,112.2051,83.75,74.0,91.0,10.63,ID,1674625382.0
poum,-20.2333,164.0167,83.37,74.0,13.0,5.46,NC,1674625383.0
tura,25.5198,90.2201,79.07,30.0,4.0,4.47,IN,1674625384.0
chokurdakh,70.6333,147.9167,-28.75,96.0,100.0,2.13,RU,1674625385.0
guadalupe y calvo,26.1,-106.9667,29.21,84.0,5.0,4.83,MX,1674625386.0
grindavik,63.8424,-22.4338,33.75,80.0,40.0,29.93,IS,1674625387.0
isangel,-19.55,169.2667,84.33,75.0,27.0,8.77,VU,1674625387.0
ocos,14.5094,-92.1933,76.44,74.0,83.0,6.22,GT,1674625388.0
weligama,5.9667,80.4167,82.33,67.0,60.0,3.38,LK,1674625389.0
matamoros,25.5333,-103.25,45.34,14.0,3.0,6.04,MX,1674625202.0
leshukonskoye,64.8989,45.7622,23.65,92.0,100.0,11.25,RU,1674625390.0
norman,35.2226,-97.4395,33.53,96.0,100.0,9.22,US,1674625391.0
ruatoria,,,,,,,,
hualmay,-11.0964,-77.6139,69.46,86.0,98.0,6.11,PE,1674625392.0
broome,42.2506,-75.833,28.78,80.0,100.0,8.05,US,1674625393.0
itarema,-2.9248,-39.9167,75.36,87.0,14.0,3.53,BR,1674625394.0
mocambique,,,,,,,,
kaspiysk,42.8816,47.6392,28.58,93.0,5.0,6.71,RU,1674625332.0
la ronge,55.1001,-105.2842,16.05,92.0,100.0,3.44,CA,1674625396.0
marawi,7.9986,124.2928,72.12,80.0,100.0,6.38,PH,1674625397.0
comodoro rivadavia,-45.8667,-67.5,58.86,38.0,0.0,19.57,AR,1674625398.0
lahaina,20.8783,-156.6825,75.81,89.0,13.0,4.88,US,1674625396.0
yuci,37.6803,112.7319,24.55,22.0,0.0,4.47,CN,1674625400.0
