City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
mehamn,71.0357,27.8492,33.75,93.0,40.0,6.91,NO,1674625400.0
taveta,-3.3963,37.6736,76.95,60.0,99.0,6.87,KE,1674625401.0
taixing,32.1667,120.0136,33.26,34.0,34.0,8.23,CN,1674625402.0
yeppoon,-23.1333,150.7333,89.38,65.0,0.0,10.4,AU,1674625403.0
xunchang,28.4543,104.715,49.28,51.0,94.0,2.15,CN,1674625404.0
mahenge,-8.6833,36.7167,67.5,91.0,100.0,2.17,TZ,1674625405.0
ketchikan,55.3422,-131.6461,46.87,93.0,100.0,9.22,US,1674625180.0
englewood,39.6478,-104.9878,25.29,72.0,40.0,3.44,US,1674625397.0
sangmelima,2.9333,11.9833,66.79,96.0,89.0,1.1,CM,1674625408.0
turukhansk,65.8167,87.9833,-15.75,86.0,95.0,11.97,RU,1674625409.0
mporokoso,-9.3727,30.125,65.14,90.0,100.0,3.06,ZM,1674625410.0
beringovskiy,63.05,179.3167,-12.75,94.0,83.0,13.27,RU,1674625411.0
zemio,5.0314,25.1361,75.9,26.0,92.0,2.19,CF,1674625411.0
makakilo city,21.3469,-158.0858,75.52,76.0,40.0,9.22,US,1674625412.0
sobreira,41.5237,-7.8023,32.95,93.0,7.0,4.85,PT,1674625413.0
nerchinskiy zavod,51.3088,119.61,-20.56,88.0,37.0,2.13,RU,1674625414.0
saint-philippe,-21.3585,55.7679,80.19,92.0,100.0,13.76,RE,1674625414.0
warqla,,,,,,,,
lagoa,39.05,-27.9833,59.22,86.0,29.0,18.99,PT,1674625415.0
mahadday weyne,,,,,,,,
nhamunda,-2.1861,-56.7131,71.65,98.0,100.0,1.95,BR,1674625416.0
natal,-5.795,-35.2094,77.65,88.0,75.0,6.91,BR,1674625417.0
hokitika,-42.7167,170.9667,68.09,58.0,74.0,3.98,NZ,1674625417.0
volnovakha,47.601,37.4967,25.47,77.0,9.0,9.04,UA,1674625418.0
herat,34.5,62.0,27.21,28.0,0.0,6.42,AF,1674625419.0
ahipara,-35.1667,173.1667,69.76,63.0,29.0,12.82,NZ,1674625419.0
dzhida,50.6772,106.1806,-6.74,87.0,46.0,4.54,RU,1674625420.0
cleveland,41.4995,-81.6954,35.35,84.0,100.0,6.91,US,1674625169.0
isabela,6.7085,121.9711,86.05,81.0,98.0,5.03,PH,1674625426.0
panaba,21.2833,-88.2667,70.66,93.0,1.0,6.76,MX,1674625427.0
carauari,-4.8828,-66.8958,71.89,99.0,100.0,1.9,BR,1674625427.0
kayerkan,69.3497,87.7602,-8.48,76.0,100.0,11.79,RU,1674625428.0
tiksi,71.6872,128.8694,-37.64,98.0,51.0,7.96,RU,1674625429.0
flin flon,54.7682,-101.865,-3.17,99.0,92.0,4.18,CA,1674625429.0
half moon bay,37.4636,-122.4286,55.31,67.0,100.0,6.91,US,1674625144.0
aasiaat,68.7098,-52.8699,10.53,90.0,91.0,18.12,GL,1674625430.0
chapais,49.7834,-74.8492,-13.22,100.0,38.0,3.0,CA,1674625440.0
kanigoro,-8.13,112.219,83.35,74.0,94.0,7.0,ID,1674625441.0
dunedin,-45.8742,170.5036,63.81,79.0,44.0,1.99,NZ,1674625441.0
norman wells,65.282,-126.8329,-7.56,84.0,75.0,3.44,CA,1674625442.0
kieta,-6.2167,155.6333,83.19,70.0,92.0,3.56,PG,1674625443.0
richards bay,-28.783,32.0377,74.8,86.0,95.0,19.04,ZA,1674625444.0
rameswaram,9.2833,79.3,78.49,67.0,14.0,14.58,IN,1674625445.0
dehloran,32.6941,47.2679,56.48,39.0,0.0,4.32,IR,1674625446.0
tefe,-3.3542,-64.7114,72.01,98.0,100.0,1.7,BR,1674625447.0
urengoy,65.9667,78.3667,3.74,95.0,100.0,16.02,RU,1674625448.0
kavaratti,10.5669,72.642,78.26,81.0,100.0,15.08,IN,1674625449.0
gisborne,-38.6533,178.0042,65.75,69.0,3.0,9.44,NZ,1674625450.0
mullaitivu,,,,,,,,
kloulklubed,7.0419,134.2556,81.1,79.0,77.0,15.84,PW,1674625451.0
karmana,,,,,,,,
zhanatas,,,,,,,,
reinosa,42.9996,-4.138,31.46,98.0,84.0,5.53,ES,1674625454.0
dickinson,29.4608,-95.0513,50.07,85.0,40.0,14.97,US,1674625306.0
tirlyanskiy,54.2109,58.5806,18.73,85.0,76.0,3.83,RU,1674625455.0
puerto carreno,6.189,-67.4859,75.24,58.0,33.0,7.83,CO,1674625456.0
miranda,3.2499,-76.2281,62.73,87.0,98.0,4.5,CO,1674625459.0
mayo,38.8876,-76.5119,39.15,79.0,0.0,4.61,US,1674625460.0
aksarka,66.5606,67.7975,7.39,90.0,100.0,10.11,RU,1674625461.0
cockburn town,21.4612,-71.1419,77.02,75.0,2.0,19.44,TC,1674625462.0
aklavik,68.2191,-135.0107,-3.48,92.0,100.0,11.72,CA,1674625462.0
lavumisa,-27.31,31.892,74.89,78.0,50.0,12.55,SZ,1674625463.0
dullewala,31.8359,71.4362,60.04,43.0,0.0,8.03,PK,1674625464.0
martapura,-3.4167,114.85,77.09,94.0,40.0,5.75,ID,1674625465.0
horsham,51.064,-0.3272,37.02,86.0,75.0,4.61,GB,1674625466.0
anshun,26.25,105.9333,46.8,44.0,23.0,10.8,CN,1674625467.0
turba,59.0831,24.225,36.9,97.0,100.0,13.8,EE,1674625468.0
poole,50.7167,-2.0,34.72,94.0,10.0,1.99,GB,1674625469.0
phan thiet,10.9333,108.1,78.21,58.0,99.0,13.56,VN,1674625470.0
allanmyo,,,,,,,,
trebic,49.2149,15.8817,35.62,89.0,100.0,6.91,CZ,1674625471.0
pevek,69.7008,170.3133,-14.82,75.0,61.0,1.54,RU,1674625472.0
santa cruz del sur,20.7147,-77.9956,72.12,78.0,2.0,10.85,CU,1674625306.0
samana,19.2056,-69.3369,73.44,78.0,7.0,8.46,DO,1674625473.0
kununurra,-15.7667,128.7333,91.38,58.0,40.0,11.5,AU,1674625474.0
korla,41.7597,86.1469,16.34,59.0,36.0,2.1,CN,1674625474.0
dekoa,,,,,,,,
woodward,36.4337,-99.3904,31.23,96.0,100.0,9.22,US,1674625481.0
huilong,31.8111,121.655,35.92,49.0,48.0,3.27,CN,1674625482.0
lorengau,-2.0226,147.2712,82.74,72.0,89.0,6.93,PG,1674625483.0
dali,25.7,100.1833,64.63,23.0,48.0,8.7,CN,1674625484.0
birin,26.8865,88.0718,62.83,40.0,1.0,6.62,NP,1674625485.0
cacak,43.8914,20.3497,33.4,91.0,100.0,2.06,RS,1674625485.0
road town,18.4167,-64.6167,73.49,67.0,70.0,17.34,VG,1674625428.0
lethem,3.3803,-59.7968,73.6,78.0,52.0,12.28,GY,1674625487.0
jujuy,,,,,,,,
cordoba,-31.4135,-64.1811,75.24,80.0,20.0,5.75,AR,1674625492.0
torbay,47.6666,-52.7314,33.28,88.0,75.0,27.63,CA,1674625492.0
saint-pierre,-21.3393,55.4781,80.28,74.0,0.0,5.75,RE,1674625493.0
bolshegrivskoye,,,,,,,,
ailigandi,9.2333,-78.0167,79.14,86.0,100.0,8.5,PA,1674625494.0
tenenkou,14.4572,-4.9169,73.38,18.0,61.0,8.41,ML,1674625495.0
samarai,-10.6167,150.6667,83.08,74.0,98.0,12.03,PG,1674625495.0
shingu,33.7333,135.9833,37.8,51.0,83.0,12.48,JP,1674625363.0
dubuque,42.4833,-90.8668,31.82,79.0,100.0,5.75,US,1674624915.0
drabiv,49.963,32.1529,25.18,80.0,1.0,4.12,UA,1674625497.0
mweka,-4.85,21.5667,68.43,94.0,100.0,1.01,CD,1674625497.0
geraldton,-28.7667,114.6,84.61,48.0,0.0,21.85,AU,1674625498.0
balkanabat,39.5108,54.3671,35.26,32.0,0.0,1.63,TM,1674625498.0
esperance,-33.8667,121.9,70.18,68.0,6.0,15.95,AU,1674625499.0
gao,16.6362,1.637,71.6,17.0,5.0,6.4,ML,1674625500.0
muravlenko,63.7898,74.523,5.97,95.0,100.0,13.82,RU,1674625500.0
mecca,21.4267,39.8261,71.83,71.0,15.0,1.54,SA,1674625501.0
sitka,57.0531,-135.33,48.09,81.0,100.0,12.66,US,1674625502.0
xuzhou,34.1805,117.1571,31.48,14.0,68.0,10.29,CN,1674625503.0
port-de-bouc,43.4,4.9833,39.58,80.0,0.0,4.61,FR,1674625504.0
milyutinskaya,48.6279,41.6679,20.5,72.0,16.0,7.58,RU,1674625506.0
huntingdon,52.3305,-0.1865,36.3,96.0,6.0,6.67,GB,1674625509.0
atbasar,51.8,68.3333,5.07,96.0,85.0,9.44,KZ,1674625512.0
sedelnikovo,,,,,,,,
manzanillo,20.3433,-77.1167,70.02,81.0,4.0,7.23,CU,1674625515.0
tumannyy,,,,,,,,
wadi maliz,36.4681,8.5495,37.06,89.0,42.0,4.29,TN,1674625516.0
tecpan,14.7623,-90.9947,48.61,81.0,63.0,2.8,GT,1674625517.0
san patricio,28.017,-97.5169,56.84,55.0,0.0,15.75,US,1674625519.0
riyadh,24.6877,46.7219,55.54,83.0,27.0,11.3,SA,1674625435.0
gevrai,19.2667,75.75,81.64,39.0,70.0,4.92,IN,1674625520.0
sarakhs,36.5449,61.1577,29.55,33.0,6.0,2.71,IR,1674625522.0
zhigansk,66.7697,123.3711,-46.89,96.0,78.0,5.91,RU,1674625523.0
solnechnyy,50.7214,136.6319,-10.61,95.0,100.0,8.5,RU,1674625524.0
morondava,-20.2833,44.2833,78.69,95.0,100.0,46.1,MG,1674625525.0
saint-francois,46.4154,3.9054,35.67,87.0,100.0,4.61,FR,1674625526.0
long beach,33.767,-118.1892,59.18,63.0,0.0,0.0,US,1674625312.0
sabang,5.8933,95.3214,81.43,76.0,89.0,20.6,ID,1674625528.0
yumen,40.2833,97.2,17.33,34.0,100.0,25.59,CN,1674625529.0
barberton,-25.7884,31.0532,71.65,59.0,25.0,5.17,ZA,1674625278.0
batagay,67.6333,134.6333,-56.13,99.0,67.0,1.43,RU,1674625531.0
carrickmacross,53.9728,-6.7189,48.67,94.0,100.0,10.71,IE,1674625537.0
goderich,43.7501,-81.7165,32.92,80.0,100.0,5.75,CA,1674625538.0
shache,38.4167,77.2406,16.63,72.0,93.0,1.32,CN,1674625539.0
el vigia,8.6219,-71.6506,73.0,78.0,60.0,4.18,VE,1674625540.0
yomou,7.5603,-9.2653,66.6,99.0,96.0,1.9,GN,1674625540.0
lasa,46.6166,10.7002,33.03,72.0,83.0,3.04,IT,1674625541.0
laguna,38.421,-121.4238,48.78,88.0,0.0,5.75,US,1674625542.0
hofn,64.2539,-15.2082,40.28,66.0,41.0,15.9,IS,1674625543.0
miri,4.4148,114.0089,86.14,74.0,40.0,6.91,MY,1674625543.0
chiang khong,20.2613,100.4046,82.63,35.0,3.0,2.19,TH,1674625544.0
karasjok,69.4719,25.5112,15.91,96.0,100.0,4.05,NO,1674625545.0
miamisburg,39.6428,-84.2866,37.49,84.0,100.0,8.05,US,1674625545.0
karkaralinsk,,,,,,,,
kenai,60.5544,-151.2583,32.09,98.0,0.0,5.75,US,1674625547.0
mogadouro,41.3403,-6.7119,31.26,94.0,8.0,4.34,PT,1674625548.0
broken hill,-31.95,141.4333,97.65,12.0,0.0,13.09,AU,1674625548.0
catamarca,-28.4696,-65.7852,82.06,56.0,40.0,5.99,AR,1674625549.0
havoysund,70.9963,24.6622,34.03,61.0,100.0,15.95,NO,1674625549.0
severo-kurilsk,50.6789,156.125,29.1,96.0,100.0,67.56,RU,1674625550.0
faya,18.3851,42.4509,53.71,55.0,2.0,6.24,SA,1674625551.0
port hedland,-20.3167,118.5667,98.65,41.0,70.0,13.8,AU,1674625551.0
sistranda,63.7256,8.834,48.16,89.0,100.0,42.21,NO,1674625269.0
bridlington,54.0831,-0.1919,43.9,94.0,94.0,12.06,GB,1674625262.0
nueva gerona,21.8833,-82.8,74.32,84.0,0.0,10.96,CU,1674625553.0
san cristobal,7.7669,-72.225,64.58,78.0,61.0,2.73,VE,1674625554.0
chontalpa,17.7,-93.5167,70.07,88.0,19.0,4.76,MX,1674625555.0
mao,39.8885,4.2658,46.96,93.0,40.0,6.91,ES,1674625556.0
umzimvubu,,,,,,,,
katsiveli,,,,,,,,
hay river,60.8156,-115.7999,6.78,85.0,100.0,2.3,CA,1674625562.0
fernandina beach,30.6697,-81.4626,64.38,87.0,100.0,6.91,US,1674625564.0
waipawa,-41.4122,175.5153,64.33,79.0,65.0,10.22,NZ,1674625566.0
malanje,-9.5402,16.341,62.76,98.0,100.0,2.89,AO,1674625567.0
amuntai,-2.4177,115.2494,82.09,84.0,100.0,5.19,ID,1674625568.0
barranca,-10.75,-77.7667,69.67,83.0,97.0,4.74,PE,1674625569.0
coleraine,55.1333,-6.6667,49.17,92.0,100.0,14.97,GB,1674625316.0
cherskiy,68.75,161.3,-22.68,95.0,100.0,0.74,RU,1674625575.0
kalianget,-7.05,113.9333,83.68,73.0,91.0,5.26,ID,1674625576.0
mys shmidta,,,,,,,,
bilma,18.6853,12.9164,65.95,14.0,2.0,7.31,NE,1674625578.0
ivesti,45.6833,27.5167,29.79,80.0,79.0,8.25,RO,1674625578.0
chake chake,-5.2459,39.7666,83.59,67.0,95.0,14.18,TZ,1674625579.0
asfi,32.2994,-9.2372,49.55,73.0,0.0,11.14,MA,1674625580.0
quatre cocos,-20.2078,57.7625,75.09,96.0,100.0,7.76,MU,1674625581.0
mujiayingzi,42.1167,118.7833,14.54,31.0,39.0,13.44,CN,1674625582.0
kamenskoye,,,,,,,,
warrnambool,-38.3833,142.4833,66.16,68.0,33.0,17.16,AU,1674625381.0
vostok,46.4856,135.8833,-18.94,93.0,100.0,10.36,RU,1674625585.0
nuuk,64.1835,-51.7216,22.68,73.0,100.0,12.73,GL,1674625585.0
nambucca heads,-30.65,153.0,83.17,69.0,4.0,7.36,AU,1674625586.0
doka,13.5167,35.7667,77.05,46.0,5.0,11.79,SD,1674625592.0
shitanjing,39.2342,106.3439,20.68,14.0,36.0,18.05,CN,1674625593.0
moju,-1.8839,-48.7689,71.35,99.0,80.0,1.86,BR,1674625593.0
peniche,39.3558,-9.3811,41.45,63.0,0.0,6.26,PT,1674625594.0
peoria,40.7667,-89.7668,34.23,90.0,100.0,8.05,US,1674625595.0
kamaishi,39.2667,141.8833,21.49,71.0,81.0,21.0,JP,1674625595.0
tahta,26.7693,31.5021,54.46,78.0,0.0,8.93,EG,1674625596.0
kupang,-10.1667,123.5833,84.78,84.0,75.0,9.22,ID,1674625597.0
taizhou,32.4933,119.9106,32.95,31.0,35.0,8.77,CN,1674625597.0
kamojima,34.0667,134.35,39.02,59.0,75.0,13.94,JP,1674625598.0
temerloh,3.4483,102.4176,80.98,89.0,100.0,3.74,MY,1674625598.0
samusu,,,,,,,,
srandakan,-7.9386,110.2506,82.94,77.0,100.0,11.03,ID,1674625599.0
alianca,,,,,,,,
starominskaya,46.53,39.0497,30.6,81.0,7.0,10.09,RU,1674625601.0
harjavalta,61.3167,22.1333,37.13,98.0,100.0,11.43,FI,1674625601.0
gashua,12.871,11.0482,66.9,14.0,46.0,9.4,NG,1674625602.0
paralimni,35.0375,33.9833,49.08,63.0,0.0,8.19,CY,1674625602.0
majene,-3.5403,118.9707,84.34,69.0,99.0,9.95,ID,1674625603.0
nhulunbuy,-12.2333,136.7667,86.61,70.0,75.0,5.75,AU,1674625605.0
saint-augustin,51.226,-58.6502,21.74,80.0,100.0,10.98,CA,1674625605.0
tulum,20.2167,-87.4667,77.41,79.0,11.0,11.23,MX,1674625606.0
hutang,31.5333,119.4833,34.18,26.0,59.0,8.28,CN,1674625606.0
hihifo,,,,,,,,
altamira,-3.2033,-52.2064,70.74,99.0,100.0,2.57,BR,1674625607.0
bandarbeyla,9.4942,50.8122,76.71,64.0,50.0,18.68,SO,1674625608.0
petrovsk,52.3064,45.3917,10.76,90.0,37.0,5.17,RU,1674625609.0
mwaya,-9.55,33.95,76.66,71.0,100.0,3.47,TZ,1674625609.0
masumbwe,-3.6333,32.1833,67.15,85.0,100.0,1.68,TZ,1674625610.0
laukaa,58.7372,29.8453,29.89,94.0,100.0,9.35,RU,1674625611.0
tigil,57.8,158.6667,-2.79,100.0,84.0,5.21,RU,1674625611.0
orshanka,56.9161,47.8933,11.25,99.0,100.0,5.88,RU,1674625612.0
parbhani,19.2667,76.7833,80.4,39.0,85.0,6.93,IN,1674625613.0
ahuimanu,21.4447,-157.8378,76.71,85.0,23.0,1.01,US,1674625613.0
asayita,,,,,,,,
singaraja,-8.112,115.0882,84.15,70.0,91.0,1.83,ID,1674625614.0
leshan,29.5623,103.7639,51.93,33.0,100.0,1.72,CN,1674625615.0
waddan,29.1614,16.139,48.85,73.0,0.0,7.09,LY,1674625615.0
altus,34.6381,-99.334,35.11,94.0,75.0,8.05,US,1674625616.0
timra,62.487,17.3257,20.88,100.0,0.0,1.14,SE,1674625617.0
magugu,-4.0167,35.7667,75.27,57.0,99.0,3.44,TZ,1674625617.0
carnot,4.9409,15.8665,68.94,30.0,48.0,1.95,CF,1674625618.0
atar,20.5169,-13.0499,66.22,18.0,9.0,6.13,MR,1674625619.0
pedernales,18.0384,-71.744,74.77,57.0,8.0,2.04,DO,1674625619.0
nikolsk,53.7189,46.0712,10.96,91.0,11.0,6.2,RU,1674625621.0
paucartambo,,,,,,,,
terrace bay,48.7834,-87.1,3.88,92.0,92.0,5.37,CA,1674625623.0
adrar,20.5022,-10.0711,61.56,20.0,8.0,8.34,MR,1674625624.0
sungaipenuh,-2.0833,101.3833,74.61,56.0,100.0,2.64,ID,1674625625.0
arlit,18.7369,7.3853,68.23,16.0,6.0,6.17,NE,1674625625.0
omsukchan,62.5333,155.8,-21.5,99.0,91.0,5.03,RU,1674625631.0
mondlo,-27.983,30.7177,63.81,89.0,89.0,9.06,ZA,1674625632.0
barbar,,,,,,,,
gamba,-2.65,10.0,77.31,86.0,100.0,3.51,GA,1674625633.0
matagami,49.7502,-77.6328,-20.09,76.0,0.0,2.3,CA,1674625634.0
sucha beskidzka,49.7419,19.5943,35.6,98.0,100.0,3.2,PL,1674625635.0
praia da vitoria,38.7333,-27.0667,57.76,94.0,75.0,17.72,PT,1674625636.0
maragogi,-9.0122,-35.2225,75.6,79.0,16.0,4.88,BR,1674625637.0
kirakira,-10.4544,161.9205,82.8,76.0,97.0,8.08,SB,1674625638.0
ambodifototra,,,,,,,,
salta,-24.7859,-65.4117,70.57,80.0,40.0,5.75,AR,1674625639.0
kinablangan,7.6947,126.5503,73.83,94.0,100.0,8.77,PH,1674625640.0
kendari,-3.945,122.4989,84.36,70.0,89.0,6.42,ID,1674625640.0
luganville,-15.5333,167.1667,83.77,77.0,33.0,8.16,VU,1674625641.0
nakhon thai,17.1006,100.8374,85.37,31.0,17.0,1.5,TH,1674625642.0
maniitsoq,65.4167,-52.9,23.95,67.0,100.0,15.19,GL,1674625643.0
ionia,42.9873,-85.0711,32.02,87.0,100.0,4.61,US,1674625644.0
tongren,27.7172,109.1853,47.59,29.0,2.0,2.84,CN,1674625645.0
flinders,-34.5833,150.8552,83.17,69.0,4.0,7.0,AU,1674625646.0
salym,60.0625,71.4789,13.44,94.0,100.0,9.46,RU,1674625647.0
trinidad,-14.8333,-64.9,72.63,95.0,91.0,4.38,BO,1674625647.0
san andres,12.5847,-81.7006,82.42,74.0,40.0,16.11,CO,1674625649.0
vanavara,60.34,102.2797,-24.3,93.0,99.0,3.51,RU,1674625650.0
rosetta,31.4044,30.4164,60.66,67.0,0.0,8.88,EG,1674625651.0
acapulco,16.8634,-99.8901,74.44,65.0,0.0,6.24,MX,1674625413.0
hurghada,27.2574,33.8129,59.04,63.0,0.0,11.5,EG,1674625652.0
zaraza,9.3503,-65.3245,68.59,94.0,18.0,4.72,VE,1674625653.0
voyvozh,62.892,54.9635,12.83,94.0,100.0,8.1,RU,1674625653.0
chapleau,47.8405,-83.4034,7.81,97.0,90.0,3.31,CA,1674625654.0
itacoatiara,-3.1431,-58.4442,72.14,97.0,99.0,2.75,BR,1674625393.0
sturgeon bay,44.8342,-87.377,28.76,80.0,0.0,4.61,US,1674625656.0
jinchang,38.4953,102.1739,27.39,19.0,39.0,6.49,CN,1674625656.0
the pas,53.8251,-101.2541,3.22,78.0,100.0,5.75,CA,1674625516.0
fort nelson,58.8053,-122.7002,11.79,92.0,75.0,2.3,CA,1674625511.0
nguiu,,,,,,,,
marcona,,,,,,,,
lompoc,34.6391,-120.4579,46.58,88.0,0.0,1.01,US,1674625437.0
boguchany,58.3814,97.4531,-2.69,94.0,88.0,1.52,RU,1674625659.0
amarante do maranhao,-5.5667,-46.7422,70.47,98.0,59.0,2.77,BR,1674625659.0
guarapari,-20.6667,-40.4975,74.89,97.0,100.0,9.44,BR,1674625660.0
ilhabela,-23.7781,-45.3581,73.94,90.0,13.0,3.38,BR,1674625660.0
ambilobe,-13.2,49.05,79.07,86.0,71.0,3.44,MG,1674625661.0
almaty,43.25,76.95,13.91,73.0,20.0,2.24,KZ,1674625662.0
havre,49.5833,0.3333,32.4,93.0,100.0,4.61,FR,1674625663.0
mareeba,-17.0,145.4333,91.44,57.0,31.0,8.12,AU,1674625663.0
kawalu,-7.3817,108.2082,85.66,63.0,95.0,2.35,ID,1674625664.0
victoria point,-27.5833,153.3,90.48,69.0,99.0,3.0,AU,1674625478.0
saintes,45.6667,-0.75,37.49,96.0,8.0,6.38,FR,1674625665.0
vaitupu,,,,,,,,
taoudenni,22.6783,-3.9836,61.38,18.0,2.0,4.23,ML,1674625666.0
nouadhibou,20.931,-17.0347,58.98,77.0,81.0,13.8,MR,1674625672.0
novi sanzhary,49.3439,34.3108,26.67,79.0,9.0,5.66,UA,1674625672.0
west bay,19.3667,-81.4167,77.0,84.0,1.0,1.01,KY,1674625673.0
mapiripan,2.8892,-72.1256,76.1,65.0,93.0,3.56,CO,1674625674.0
puerto pinasco,,,,,,,,
concarneau,47.875,-3.9225,38.19,90.0,6.0,6.22,FR,1674625675.0
miles city,46.4083,-105.8406,31.17,93.0,100.0,9.22,US,1674625676.0
imbituba,-28.24,-48.6703,71.31,89.0,2.0,4.85,BR,1674625676.0
berlin,52.5244,13.4105,34.99,89.0,100.0,2.3,DE,1674624901.0
nayoro,44.3506,142.4578,8.65,88.0,99.0,15.75,JP,1674625677.0
lydenburg,-25.0978,30.4597,68.4,63.0,30.0,7.81,ZA,1674625678.0
buraydah,26.326,43.975,54.05,78.0,35.0,11.25,SA,1674625500.0
petropavlovsk-kamchatskiy,53.0452,158.6483,21.79,68.0,75.0,24.61,RU,1674625679.0
canon city,38.441,-105.2424,28.67,76.0,75.0,4.61,US,1674625679.0
atambua,-9.1061,124.8925,80.58,72.0,100.0,6.24,ID,1674625680.0
iqaluit,63.7506,-68.5145,-25.31,67.0,0.0,29.93,CA,1674625386.0
burns lake,54.2331,-125.7533,22.42,99.0,100.0,2.01,CA,1674625681.0
prince rupert,54.3161,-130.3201,46.49,92.0,100.0,27.63,CA,1674625682.0
benalla,-36.55,145.9833,85.86,23.0,0.0,6.55,AU,1674625683.0
vila franca do campo,37.7167,-25.4333,55.81,83.0,77.0,14.65,PT,1674625684.0
kabansk,52.0486,106.6528,7.48,86.0,100.0,8.52,RU,1674625685.0
voloshka,61.3314,40.0858,26.15,94.0,99.0,10.09,RU,1674625686.0
port pirie,-33.1833,138.0167,83.07,36.0,0.0,16.93,AU,1674625687.0
nazilli,37.9163,28.3223,42.1,87.0,30.0,3.69,TR,1674625688.0
pandan,14.0453,124.1694,74.79,87.0,85.0,24.34,PH,1674625689.0
arnold,53.0,-1.1333,41.05,94.0,87.0,7.36,GB,1674625692.0
quelimane,-17.8786,36.8883,76.95,88.0,75.0,13.0,MZ,1674625692.0
cedar city,37.6775,-113.0619,15.4,85.0,0.0,0.0,US,1674625406.0
kilingi-nomme,58.1503,24.9642,33.21,98.0,100.0,10.07,EE,1674625695.0
ino,33.55,133.4333,40.53,45.0,89.0,4.0,JP,1674625696.0
mutsamudu,,,,,,,,
padang,-0.9492,100.3543,84.25,67.0,100.0,2.01,ID,1674625700.0
jatiroto,-7.8833,111.1167,82.18,75.0,91.0,6.8,ID,1674625700.0
margate,51.3813,1.3862,38.88,83.0,50.0,1.01,GB,1674625541.0
rio verde de mato grosso,-18.9181,-54.8442,71.71,95.0,100.0,2.75,BR,1674625701.0
raymondville,26.4815,-97.7831,62.71,29.0,6.0,14.34,US,1674625702.0
bosaso,11.2842,49.1816,75.18,64.0,20.0,11.5,SO,1674625703.0
pilar,-9.5972,-35.9567,71.53,88.0,13.0,3.85,BR,1674625704.0
haileybury,47.449,-79.6373,-3.42,99.0,83.0,2.48,CA,1674625705.0
onega,63.9061,38.1404,30.36,89.0,100.0,15.1,RU,1674625706.0
inuvik,68.3499,-133.7218,-4.94,84.0,100.0,3.44,CA,1674625706.0
xining,36.6167,101.7667,31.21,12.0,93.0,5.08,CN,1674625707.0
maarianhamina,60.0973,19.9348,40.86,100.0,100.0,10.36,AX,1674625682.0
goba,7.0167,39.9833,58.93,41.0,23.0,3.58,ET,1674625708.0
colac,-38.3333,143.5833,75.16,33.0,16.0,15.21,AU,1674625709.0
changli,39.7042,119.1506,24.44,17.0,41.0,16.78,CN,1674625710.0
cerritos,33.8583,-118.0648,58.08,65.0,0.0,0.0,US,1674625711.0
mucurapo,10.6667,-61.5333,76.12,74.0,66.0,9.44,TT,1674625712.0
eirunepe,-6.6603,-69.8736,70.81,99.0,55.0,2.04,BR,1674625713.0
inderborskiy,,,,,,,,
verkhoyansk,67.5447,133.385,-55.86,99.0,64.0,2.46,RU,1674625719.0
